
                        **********************************
                        **********************************
                        ***                            ***
                        ***     Program ARSTAN_v48     ***
                        ***                            ***
                        ***       Creation Date:       ***
                        ***          03/17/16          ***
                        ***                            ***
                        ***       Programmed by:       ***
                        ***     Dr. Edward R. Cook     ***
                        ***       Paul J. Krusic       ***
                        ***    Tree-Ring Laboratory    ***
                        ***  Lamont-Doherty Earth Obs. ***
                        ***    Palisades, N.Y. 10964   ***
                        *** drdendro@ldeo.columbia.edu ***
                        ***    pjk@ldeo.columbia.edu   ***
                        ***  www.ldeo.columbia.edu/trl ***
                        ***                            ***
                        **********************************
                        **********************************

 |==============================================================================|

 overall run title:                                                                                 

 file names file processed:       dTrendBatcht.txt                                            
 data file processed:             fram_drop.rwl                                               
 log file processed:              fram_drop.rwl_log.txt                                       

                       opt          plt
 tree-ring data type    1                !tucson ring-width format                         
 missing data in gap   -9            0   !missing values estimated (no plots)              
 data transformation    4            0   !spread/level power transform (no plots)          
 first detrending       2     20     0   !1st-neg expon curve (k>0), no = opt 5            
 second detrending    -67      0     0   !2nd-spline curve (pct n 50% cutoff)              
 robust detrending      1                !non-robust detrending methods used               
 interactive detrend    0                !no interactive detrending                        
 index calculation      2                !residuals or differences (rt-gt)                 
 ar modeling method     1      0     0   !non-robust autoregressive modeling               
 pooled ar order        0            0   !minimum aic pooled ar model order fit 
 series ar order        0                !pooled ar order fit to all series                
 mean chronology        2   0    0   0   !robust (biweight) mean chronology                
 stabilize variance     1                !rbar weighted stabilization method               
 common period years     1950 2000       !first and last years of common period            
 site-tree-core mask       SSSTTC        !site-tree-core separation mask                   
 running rbar              40   20   0   !running rbar window/overlap (no plots)           
 printout option        2                !summary & series statistics printed              
 core series save       1                !series saved in tucson raw data format           
 summary plot displays  3                !spaghetti and mean chronology plots              

 stand dynamics stuf    0            0   !no stand dynamics analyses done                  
 running mean window    0                !running mean window width                        
 percent growth change  0                !percent growth change threshold                  
 std error threshold    0                !standard error limit threshold                   

 |======================== raw data statistical analyses =======================|

 |------------------- tree-ring series read in for processing ------------------|

  data header lines:

 |------------ series gaps found based on any negative number found ------------|
       *** when data are transformed, zeros are also treated as missing ***

        series      ident      results of scans for gaps or missing values

                           --- no gaps in data found ---

 |------------------ statistics of raw tree-ring measurements ------------------|

 series   ident   frst   last   year    mean   stdev   skew   kurt   sens   ac(1)
 median (50th quantile)           79   0.995   0.250  0.081  3.494  0.187   0.494
 interquartile range              32   0.006   0.084  0.562  1.344  0.076   0.231
 minimum value                    28   0.971   0.131 -3.452  2.032  0.095   0.078
 lower hinge (25th quantile)      63   0.991   0.206 -0.235  2.791  0.160   0.371
 upper hinge (75th quantile)      95   0.997   0.290  0.327  4.135  0.236   0.602
 maximum value                   140   0.999   0.511  1.187 24.568  0.394   0.755

 |-------------------- all possible series rbar statistics ---------------------|

   total    mean   standard   standard  skewess   kurtosis   minimum   maximum
   corrs    rbar   deviation    error    coeff      coeff      corr      corr
    2313   0.147     0.184      0.004   -0.096      2.626    -0.424     0.694

   minimum correlation: -0.424   series  140881     and  20432A       70 years
   maximum correlation:  0.694   series  20040A     and  20432A       56 years

       percent of all possible correlations used (n>20 years):      98.59
       percent of all possible tree-ring years used in rbar:        42.65

 |==================== detrended data common period analyses ===================|

 |----------------------- statistics of the common period ----------------------|

 series   ident   frst   last   year    mean   stdev   skew   kurt   sens   ac(1)
     1  121455A   1950   2000     51   0.993   0.209  0.047  1.999  0.118   0.763
     2  192697    1950   2000     51   0.984   0.205  0.272  2.585  0.166   0.489
     3  142178    1950   2000     51   1.042   0.315  0.790  2.837  0.179   0.641
     4  202536    1950   2000     51   0.980   0.282  0.620  2.700  0.203   0.582
     5  161024    1950   2000     51   1.001   0.071  0.440  3.054  0.060   0.389
     6  182396    1950   2000     51   1.019   0.282  0.211  2.441  0.189   0.626
     7  101292    1950   2000     51   1.041   0.295  1.677  5.543  0.128   0.777
     8  182678    1950   2000     51   1.020   0.210  0.004  3.724  0.216   0.255
     9  192707    1950   2000     51   1.005   0.187  0.327  3.277  0.135   0.593
    10  171421    1950   2000     51   0.993   0.292 -0.039  2.752  0.197   0.709
    11  12303     1950   2000     51   1.018   0.234 -0.135  2.875  0.134   0.712
    12  192641    1950   2000     51   0.968   0.269  0.303  3.066  0.212   0.507
    13  10539     1950   2000     51   1.044   0.228 -0.215  2.559  0.152   0.602
    14  141124    1950   2000     51   1.007   0.311 -0.039  2.727  0.273   0.428
    15  142703    1950   2000     51   1.012   0.308  0.517  3.432  0.236   0.540
    16  202775    1950   2000     51   0.985   0.111  0.366  2.622  0.080   0.593
    17  152659    1950   2000     51   0.991   0.172  0.140  3.544  0.148   0.351
    18  132525    1950   2000     51   0.993   0.247  0.350  2.650  0.174   0.608
    19  40131     1950   2000     51   1.031   0.153  0.039  2.494  0.137   0.324

 series   ident   frst   last   year    mean   stdev   skew   kurt   sens   ac(1)
    20  140881    1950   2000     51   1.029   0.317 -0.231  3.396  0.142   0.853
    21  40934A    1950   2000     51   0.972   0.347 -0.184  3.471  0.264   0.681
    22  40935A    1950   2000     51   1.022   0.175  1.179  6.556  0.124   0.337
    23  102453A   1950   2000     51   1.001   0.194 -3.973 23.275  0.167   0.192
    24  111290A   1950   2000     51   1.002   0.160  0.295  2.485  0.090   0.714
    25  172565A   1950   2000     51   0.994   0.153  0.290  3.127  0.127   0.496
    26  192260A   1950   2000     51   1.004   0.323 -0.637  3.751  0.262   0.564
    27  192666A   1950   2000     51   0.995   0.163 -0.034  2.335  0.122   0.585
    28  12234A    1950   2000     51   1.013   0.335  0.473  2.813  0.209   0.706
    29  20432A    1950   2000     51   0.982   0.204  0.714  3.208  0.167   0.542
    30  30039A    1950   2000     51   0.992   0.172 -0.477  2.144  0.157   0.391
    31  30109     1950   2000     51   0.998   0.231 -0.249  3.484  0.200   0.487
    32  40853A    1950   2000     51   1.009   0.226 -0.423  3.378  0.137   0.723
    33  41025A    1950   2000     51   1.029   0.163  0.171  2.773  0.118   0.594
    34  101259A   1950   2000     51   1.006   0.159  0.151  2.608  0.158   0.200
    35  162470    1950   2000     51   0.998   0.191  0.443  3.403  0.123   0.660
    36  162591A   1950   2000     51   0.990   0.163 -0.148  4.050  0.131   0.487
    37  172493A   1950   2000     51   0.998   0.192 -0.072  2.564  0.190   0.204
    38  182455A   1950   2000     51   1.020   0.228 -1.024  6.198  0.219   0.423
    39  192154A   1950   2000     51   1.004   0.290 -0.482  3.059  0.188   0.686

 series   ident   frst   last   year    mean   stdev   skew   kurt   sens   ac(1)
    40  192552A   1950   2000     51   1.002   0.275  0.898  3.838  0.196   0.578
    41  192568A   1950   2000     51   0.989   0.210 -0.040  2.707  0.161   0.559
    42  192583A   1950   2000     51   1.001   0.274  0.540  3.084  0.218   0.435
    43  201248A   1950   2000     51   1.015   0.176  0.752  3.218  0.122   0.504
    44  202528A   1950   2000     51   0.950   0.369 -0.116  2.560  0.249   0.746
    45  30062     1950   2000     51   0.983   0.235 -0.323  5.303  0.217   0.482
    46  172542    1950   2000     51   0.985   0.195 -0.545  2.859  0.181   0.246
    47  202379    1950   2000     51   1.040   0.209 -0.168  3.777  0.118   0.715
    48  140939A   1950   2000     51   0.959   0.500  0.773  2.961  0.416   0.557
    49  190735A   1950   2000     51   0.964   0.303  0.245  2.012  0.247   0.587
    50  192683A   1950   2000     51   1.014   0.281 -0.872  3.412  0.228   0.586
    51  41006A    1950   2000     51   1.021   0.178 -0.843  3.102  0.120   0.557
    52  162458r   1950   2000     51   0.982   0.195 -0.079  3.214  0.165   0.512

 |------------ summary of common period tree-ring series statistics ------------|

                                year    mean   stdev   skew   kurt   sens   ac(1)
 arithmetic mean                  51   1.002   0.234  0.032  3.596  0.174   0.540
 standard deviation              -99   0.021   0.075  0.764  2.931  0.060   0.158
 median (50th quantile)           51   1.001   0.218  0.043  3.063  0.166   0.562
 interquartile range               0   0.027   0.109  0.602  0.816  0.081   0.192
 minimum value                    51   0.950   0.071 -3.973  1.999  0.060   0.192
 lower hinge (25th quantile)      51   0.990   0.177 -0.199  2.636  0.130   0.458
 upper hinge (75th quantile)      51   1.017   0.286  0.403  3.451  0.210   0.650
 maximum value                    51   1.044   0.500  1.677 23.275  0.416   0.853

 |----------- all series common period principal components analysis -----------|
 |--------- refer to saved output files for complete tabulated results ---------|

             ev #1  ev #2  ev #3  ev #4  ev #5  ev #6  ev #7  ev #8  ev #9  ev#10
 eigenvalue:12.139  4.593  4.127  3.921  3.126  2.823  2.087  1.936  1.580  1.358
 eval sderr: 2.404  0.909  0.817  0.776  0.619  0.559  0.413  0.383  0.313  0.269
 % variance: 0.243  0.092  0.083  0.078  0.062  0.056  0.042  0.039  0.032  0.027
 cumulative: 0.243  0.335  0.417  0.495  0.558  0.614  0.656  0.695  0.726  0.754
 brokn stck: 4.519* 3.519* 3.019* 2.685* 2.435* 2.235* 2.069  1.926  1.801  1.690 
 broken stick order selected for eigenvalue + 1se above broken stick value:   6

             |---------------------- eigenvector loadings ----------------------|
 series id   eg_#1  eg_#2  eg_#3  eg_#4  eg_#5  eg_#6  eg_#7  eg_#8  eg_#9  eg#10
  121455A    0.128  0.004 -0.257  0.083 -0.021  0.168  0.047 -0.224  0.064 -0.098
  192697     0.181 -0.102  0.140  0.142 -0.078 -0.100 -0.086  0.003 -0.086 -0.043
  142178     0.217  0.044 -0.041 -0.089  0.000 -0.003 -0.127  0.026 -0.051 -0.240
  202536     0.154  0.146 -0.121 -0.115  0.239 -0.114 -0.065  0.058  0.038 -0.050
  161024     0.158  0.148 -0.030  0.057 -0.204  0.096 -0.159  0.074  0.013 -0.284
  182396     0.044  0.224  0.232  0.072 -0.076  0.331  0.081  0.001 -0.027 -0.073
  101292    -0.004  0.183  0.295 -0.055 -0.289  0.021  0.010 -0.026 -0.055 -0.012
  182678     0.128  0.156  0.027 -0.087  0.031 -0.262 -0.140  0.299  0.097  0.033
  192707    -0.025  0.379  0.084 -0.014 -0.126 -0.016 -0.095 -0.067  0.024  0.113
  171421     0.193 -0.036 -0.002 -0.167 -0.095  0.144 -0.071  0.119  0.033  0.315
  12303     -0.026  0.168 -0.195 -0.119 -0.029 -0.314  0.094 -0.002 -0.090  0.078
  192641     0.120 -0.117  0.236 -0.151  0.010 -0.148  0.001 -0.181  0.182  0.089
  10539      0.230  0.104  0.074 -0.059  0.130 -0.007 -0.059 -0.028 -0.038 -0.165
  141124     0.111  0.155  0.106  0.072  0.184  0.035  0.292 -0.252 -0.056  0.029
  142703     0.170  0.029 -0.146 -0.051 -0.090 -0.166  0.244 -0.021 -0.060  0.208
  202775     0.203 -0.098  0.016  0.003 -0.118 -0.004  0.131  0.066 -0.078  0.054
  152659    -0.026  0.223 -0.165  0.099 -0.079 -0.014  0.064  0.292  0.271 -0.128
  132525     0.201 -0.033 -0.068 -0.080  0.136  0.160 -0.052 -0.108 -0.141  0.142
  40131      0.173 -0.046  0.198  0.060  0.003 -0.163  0.191  0.115  0.047 -0.031
  140881     0.174  0.080  0.118 -0.294  0.070 -0.024  0.071 -0.019  0.011 -0.105
  40934A     0.169 -0.009 -0.117  0.221 -0.072 -0.050 -0.201 -0.117 -0.065  0.162
  40935A     0.093  0.096  0.187  0.205 -0.119 -0.128  0.159  0.023  0.161  0.017
  102453A    0.122 -0.108 -0.161 -0.020  0.052  0.044  0.097  0.079  0.317 -0.131
  111290A    0.094  0.127 -0.168 -0.177  0.132  0.200  0.151 -0.211  0.188  0.016
  172565A    0.136  0.256  0.041  0.101  0.191  0.133 -0.114  0.024  0.063  0.085
  192260A    0.026  0.018  0.063  0.222  0.195 -0.144 -0.063 -0.331  0.023 -0.060
  192666A   -0.062  0.178  0.010  0.259 -0.148  0.010  0.317 -0.051 -0.085 -0.101
  12234A    -0.038 -0.049  0.266  0.244  0.192 -0.028  0.018  0.138  0.031  0.255
  20432A     0.007  0.066 -0.137  0.351 -0.096 -0.161  0.024 -0.151  0.146  0.134
  30039A     0.161 -0.049  0.154  0.132 -0.020  0.001  0.086  0.146  0.000 -0.009
  30109     -0.013  0.041 -0.061  0.281  0.196  0.029  0.195  0.075 -0.040 -0.251
  40853A     0.196 -0.093 -0.008 -0.076 -0.128 -0.095 -0.001 -0.187 -0.057 -0.290
  41025A     0.180 -0.081  0.105  0.008 -0.182 -0.100 -0.086 -0.055 -0.239 -0.035
  101259A    0.065 -0.074 -0.036  0.179 -0.159  0.174  0.077  0.106 -0.312 -0.132
  162470     0.232 -0.142  0.026 -0.069  0.106 -0.074  0.080  0.120 -0.034  0.093
  162591A    0.199  0.127 -0.149  0.004  0.003 -0.023 -0.109 -0.080  0.088  0.091
  172493A    0.080 -0.012 -0.017  0.111 -0.191 -0.119 -0.228 -0.078  0.362 -0.166
  182455A    0.016  0.345 -0.018  0.065  0.096 -0.043 -0.095  0.036 -0.190  0.108
  192154A    0.207 -0.161  0.045  0.025  0.132  0.097  0.074 -0.095  0.101  0.045
  192552A    0.089  0.240 -0.116 -0.135 -0.054 -0.076  0.150 -0.152 -0.022 -0.098
  192568A    0.180  0.035 -0.164  0.091 -0.191  0.000 -0.095 -0.050  0.002  0.126
  192583A    0.148  0.172  0.109  0.116  0.097 -0.059 -0.104  0.126 -0.023  0.105
  201248A    0.175 -0.069 -0.094  0.135  0.161  0.050  0.261  0.053 -0.039 -0.027
  202528A    0.126 -0.066 -0.159  0.070 -0.163  0.134  0.050 -0.087 -0.192  0.311
  30062      0.043 -0.136 -0.205  0.115  0.170 -0.127 -0.093  0.277 -0.250 -0.191
  172542     0.029 -0.079 -0.157  0.237 -0.010  0.156 -0.177  0.104  0.253  0.169
  202379     0.045 -0.114  0.313  0.097  0.171  0.027 -0.153 -0.187  0.141 -0.073
  140939A    0.019 -0.018  0.063 -0.128 -0.196  0.238  0.284  0.220  0.248  0.068
  190735A   -0.021  0.164 -0.004 -0.001  0.304  0.275 -0.089  0.111 -0.053  0.011
  192683A    0.198  0.094  0.088 -0.041  0.026 -0.066  0.036  0.211 -0.057  0.044
  41006A     0.134 -0.015  0.070  0.011 -0.122  0.349 -0.224  0.009 -0.072 -0.098
  162458r    0.216 -0.157 -0.035  0.042  0.009  0.020  0.078  0.087  0.123 -0.026

 |--------- all series common period varimax factor rotation - ev>1.0) ---------|
 |--------- refer to saved output files for complete tabulated results ---------|

             vf #1  vf #2  vf #3  vf #4  vf #5  vf #6  vf #7  vf #8  vf #9  vf#10
 % variance: 0.185  0.084  0.079  0.076  0.103  0.064
 cumulative: 0.185  0.269  0.348  0.424  0.527  0.591

             |--------------------- varimax factor loadings --------------------|
 series id   vl_#1  vl_#2  vl_#3  vl_#4  vl_#5  vl_#6  vl_#7  vl_#8  vl_#9  vl#10
  121455A    0.191  0.437  0.356  0.209  0.199  0.377
  192697     0.745  0.047 -0.268  0.120  0.032  0.092
  142178     0.597  0.150  0.259 -0.177  0.358  0.120
  202536     0.272  0.293  0.291 -0.185  0.600 -0.271
  161024     0.453 -0.164  0.310  0.218  0.282  0.348
  182396    -0.004 -0.531 -0.178  0.066  0.476  0.530
  101292     0.175 -0.858 -0.034 -0.021  0.028  0.131
  182678     0.452 -0.119  0.212 -0.068  0.349 -0.388
  192707    -0.113 -0.666  0.269  0.211  0.410 -0.086
  171421     0.530  0.067  0.249 -0.361  0.159  0.386
  12303     -0.039 -0.044  0.553  0.088  0.035 -0.559
  192641     0.562 -0.118 -0.250 -0.455 -0.028 -0.139
  10539      0.595  0.079  0.027 -0.214  0.611  0.038
  141124     0.198 -0.021 -0.180  0.027  0.602 -0.001
  142703     0.567  0.177  0.424  0.033  0.116 -0.098
  202775     0.708  0.143  0.063 -0.066  0.030  0.242
  152659    -0.172 -0.102  0.375  0.430  0.200 -0.040
  132525     0.403  0.396  0.113 -0.286  0.407  0.301
  40131      0.707 -0.048 -0.291 -0.040  0.159 -0.091
 series id   vl_#1  vl_#2  vl_#3  vl_#4  vl_#5  vl_#6  vl_#7  vl_#8  vl_#9  vl#10
  140881     0.475 -0.122  0.167 -0.609  0.411 -0.041
  40934A     0.543  0.290  0.097  0.434  0.149  0.144
  40935A     0.473 -0.323 -0.237  0.369  0.165 -0.035
  102453A    0.280  0.464  0.173 -0.084  0.054  0.152
  111290A   -0.049  0.227  0.420 -0.288  0.477  0.213
  172565A    0.149 -0.008 -0.034  0.133  0.823  0.138
  192260A    0.098  0.161 -0.380  0.301  0.237 -0.264
  192666A   -0.147 -0.316 -0.017  0.627  0.066  0.062
  12234A    -0.044 -0.060 -0.778  0.189  0.114 -0.106
  20432A     0.118  0.112  0.034  0.801 -0.021 -0.122
  30039A     0.582  0.011 -0.295  0.079  0.174  0.179
  30109     -0.171  0.290 -0.266  0.450  0.267 -0.025
  40853A     0.726  0.122  0.181 -0.159 -0.025  0.084
  41025A     0.760 -0.070 -0.013 -0.033 -0.058  0.113
  101259A    0.209  0.098 -0.036  0.299 -0.097  0.468
  162470     0.728  0.382 -0.063 -0.314  0.194  0.023
  162591A    0.485  0.209  0.392  0.097  0.448  0.070
  172493A    0.415 -0.052  0.097  0.287 -0.120  0.018
  182455A   -0.116 -0.240  0.185  0.274  0.618 -0.198
  192154A    0.567  0.424 -0.230 -0.218  0.227  0.277
 series id   vl_#1  vl_#2  vl_#3  vl_#4  vl_#5  vl_#6  vl_#7  vl_#8  vl_#9  vl#10
  192552A    0.177 -0.146  0.553 -0.026  0.374 -0.124
  192568A    0.558  0.163  0.394  0.295  0.111  0.252
  192583A    0.408 -0.087 -0.124  0.164  0.569 -0.061
  201248A    0.403  0.528 -0.081  0.104  0.322  0.163
  202528A    0.346  0.252  0.271  0.170 -0.045  0.425
  30062      0.091  0.626  0.000  0.171 -0.035 -0.193
  172542    -0.009  0.380 -0.034  0.407 -0.029  0.342
  202379     0.212 -0.041 -0.727 -0.158  0.125  0.036
  140939A    0.042 -0.249  0.128 -0.241 -0.114  0.465
  190735A   -0.450  0.106 -0.112 -0.111  0.602  0.175
  192683A    0.601 -0.048  0.050 -0.122  0.434 -0.007
  41006A     0.293 -0.051 -0.014 -0.099  0.180  0.706
  162458r    0.669  0.413 -0.030 -0.072  0.090  0.241

 |------------------ all series common period rbar statistics ------------------|

   total    mean   standard   standard  skewess   kurtosis   minimum   maximum
   corrs    rbar   deviation    error    coeff      coeff      corr      corr
    1326   0.156     0.231      0.006   -0.089      2.548    -0.529     0.762

   minimum correlation: -0.529   series  101292     and  30062        51 years
   maximum correlation:  0.762   series  142178     and  10539        51 years

 |------------------ within-tree common period rbar statistics -----------------|

                             no within-tree series found

 |----------------- between-tree common period rbar statistics -----------------|

   total    mean   standard   standard  skewess   kurtosis   minimum   maximum
   corrs    rbar   deviation    error    coeff      coeff      corr      corr
   1326    0.156     0.231      0.006   -0.089      2.548    -0.529     0.762

 |--------------------- final rbar, eps, and sss statistics --------------------|

                                       number     rbar     sdev
                    all series rbar:    1326     0.156    0.231
                  within-trees rbar:       0     0.000    0.000
                 between-trees rbar:    1326     0.156    0.231

                 effective chronology signal  -  reff:    0.205
                       signal-to-noise ratio  -   snr:    9.590
                 expressed population signal  -   eps:    0.906

   fractional common variance between the reduced sample-size chronology and the
            fully replicated chronology (subsample signal strength - sss)

                   sss as function of the number of trees in sample
            1     2     3     4     5     6     7     8     9    10    11    12
  sss:   0.172 0.298 0.393 0.469 0.530 0.580 0.622 0.658 0.689 0.716 0.740 0.761
           13    14    15    16    17    18    19    20    21    22    23    24
  sss:   0.779 0.796 0.811 0.825 0.837 0.849 0.859 0.869 0.878 0.886 0.894 0.901
           25    26    27    28    29    30    31    32    33    34    35    36
  sss:   0.907 0.914 0.920 0.925 0.930 0.935 0.940 0.944 0.948 0.952 0.956 0.960
           37    38    39    40    41    42    43    44    45    46    47    48
  sss:   0.963 0.966 0.969 0.972 0.975 0.978 0.981 0.983 0.986 0.988 0.990 0.992
           49    50    51    52
  sss:   0.994 0.996 0.998 1.000

     fractional common variance between the reduced sample-size chronology and
                  the expressed population signal or eps chronology

                   eps as function of the number of trees in sample
            1     2     3     4     5     6     7     8     9    10    11    12
  eps:   0.156 0.269 0.356 0.425 0.480 0.525 0.563 0.596 0.624 0.648 0.670 0.689
           13    14    15    16    17    18    19    20    21    22    23    24
  eps:   0.706 0.721 0.734 0.747 0.758 0.768 0.778 0.787 0.795 0.802 0.809 0.816
           25    26    27    28    29    30    31    32    33    34    35    36
  eps:   0.822 0.827 0.833 0.838 0.842 0.847 0.851 0.855 0.859 0.862 0.866 0.869
           37    38    39    40    41    42    43    44    45    46    47    48
  eps:   0.872 0.875 0.878 0.881 0.883 0.886 0.888 0.890 0.892 0.895 0.897 0.898
           49    50    51    52
  eps:   0.900 0.902 0.904 0.906

 |--------------------------- running rbar statistics --------------------------|

    year   1910.  1930.  1950.  1970.  1990.
    corr     21.    91.   325.  1378.  1431.
    rbar  0.230  0.238  0.228  0.170  0.179
    sdev  0.200  0.252  0.249  0.257  0.210
    serr  0.044  0.026  0.014  0.007  0.006
    eps   0.819  0.903  0.938  0.929  0.936
    nss    15.1   29.7   51.0   64.2   66.7

 |======================== standard chronology statistics ======================|

           *** variance stabilized with briffa rbar-weighted method ***

 |----------------- robust mean standard chronology statistics -----------------|

  first    last    total    mean    stdrd    skew    kurtosis    mean    serial
   year    year    years   index     dev     coeff     coeff     sens     corr
   1869    2017     149    0.988   0.107   -0.121      3.348    0.089    0.471

  mean indices vs their standard deviations       robust mean efficiency results
      correlation    slope    intercept             # improved    # unimproved
       -0.022       -0.012      0.227                     76             73

 |---------------- robust mean efficiency gain and loss results ----------------|

   median      interquartile      minimum       lower       upper       maximum
    gain           range            gain        hinge       hinge         gain
    1.00            0.31            0.39         0.84        1.14         1.54

   median      interquartile      minimum       lower       upper       maximum
    loss           range            loss        hinge       hinge         loss
    0.94            0.09            0.00         0.90        0.99         1.00

 |----------- standard chronology auto and partial autocorrelations ------------|

 lag           t-1    t-2    t-3    t-4    t-5    t-6    t-7    t-8    t-9   t-10
 acf         0.468  0.251  0.163 -0.044 -0.109 -0.266 -0.274 -0.223 -0.171 -0.088
 pacf        0.468  0.041  0.039 -0.182 -0.051 -0.229 -0.046 -0.046  0.011 -0.013
 95% c.l.    0.164  0.197  0.205  0.208  0.209  0.210  0.219  0.228  0.234  0.237

 |------------------ standard chronology autoregressive model ------------------|

 ord    rsq    t-1    t-2    t-3    t-4    t-5    t-6    t-7    t-8    t-9   t-10
  1   0.222  0.470

 |-------------------- final adjusted chronology statistics --------------------|

  first    last    total    mean    stdrd    skew    kurtosis    mean    serial
   year    year    years   index     dev     coeff     coeff     sens     corr
   1869    2017     149    0.988   0.107   -0.003      3.329    0.089    0.477

 |======================= pooled autoregression analysis =======================|

 pooled autocorrelations:

 lag     t= -1  t= -2  t= -3  t= -4  t= -5  t= -6  t= -7  t= -8  t= -9  t=-10
         0.536  0.274  0.139 -0.063 -0.206 -0.402 -0.410 -0.287 -0.217 -0.139

 yule-walker estimates of autoregression:

 order   t= -1  t= -2  t= -3  t= -4  t= -5  t= -6  t= -7  t= -8  t= -9  t=-10
    1    0.536
    2    0.547 -0.020
    3    0.547 -0.020  0.000
    4    0.547 -0.024  0.103 -0.188
    5    0.521 -0.009  0.100 -0.112 -0.139
    6    0.479 -0.043  0.130 -0.115  0.019 -0.303
    7    0.457 -0.042  0.122 -0.105  0.016 -0.268 -0.072
    8    0.458 -0.037  0.121 -0.103  0.013 -0.268 -0.081  0.020
    9    0.459 -0.040  0.111 -0.103  0.009 -0.263 -0.083  0.037 -0.038
   10    0.456 -0.037  0.106 -0.120  0.010 -0.270 -0.075  0.034 -0.008 -0.066

 last term in each row above equals the partial autocorrelation coefficient

 akaike information criterion:

      ar( 0)      ar( 1)      ar( 2)      ar( 3)      ar( 4)      ar( 5)  
     1187.03     1138.49     1140.43     1142.43     1139.07     1138.15

      ar( 6)      ar( 7)      ar( 8)      ar( 9)      ar(10)  
     1125.80     1127.01     1128.96     1130.74     1132.10

 selected autoregression order:   1

 ar order selection criterion: ipp=0  first-minimum aic selection

 the aic trace should be checked to see if ar order selection criterion <ipp>
 is adequate. e.g. if ar-orders of the first-minimum and the full-minimum aic
 are close, an arstan run with full-minimum aic order selection might be tried

 autoregression coefficients:

  t= -1   t= -2   t= -3   t= -4   t= -5   t= -6   t= -7   t= -8   t= -9   t=-10   
  0.536

 r-squared due to pooled autoregression:   28.76 pct
 variance inflation from autoregression:  140.38 pct

 impulse response function weights for this ar ( 1) process out to order 50:

  1.0000   0.536   0.288   0.154   0.083   0.044   0.024   0.013   0.007   0.004
  0.0020   0.001   0.001   0.000   0.000   0.000   0.000   0.000   0.000   0.000
  0.0000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
  0.0000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
  0.0000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000

 |================== individual series autoregression analyses =================|

 |---------------- individual series autoregressive coefficients ---------------|

     series    ident    order     rsq     t-1     t-2     t-3   .....    t-ip
         1   121455A      1     0.235   0.446
         2   192697       1     0.117   0.288
         3   142178       1     0.438   0.660
         4   171358       1     0.013   0.081
         5   202536       1     0.361   0.600
         6   161024       1     0.240   0.487
         7   172575       1     0.142   0.335
         8   182396       1     0.356   0.596
         9   101292       1     0.574   0.757
        10   182678       1     0.164   0.342
        11   192707       1     0.254   0.494
        12   171421       1     0.350   0.581
        13   12303        1     0.501   0.708
        14   192641       1     0.204   0.286
        15   10539        1     0.422   0.649
        16   12267        1     0.118   0.213
        17   141124       1     0.185   0.430
        18   142703       1     0.194   0.435
        19   202775       1     0.204   0.431

     series    ident    order     rsq     t-1     t-2     t-3   .....    t-ip
        20   152659       1     0.148   0.382
        21   132525       1     0.357   0.587
        22   40131        1     0.251   0.473
        23   140881       1     0.513   0.716
        24   40934A       1     0.455   0.674
        25   40935A       1     0.296   0.523
        26   80481A       1     0.191   0.437
        27   102453A      1     0.065   0.248
        28   111290A      1     0.570   0.754
        29   141255A      1     0.115   0.296
        30   172565A      1     0.334   0.577
        31   192260A      1     0.249   0.491
        32   192666A      1     0.086   0.285
        33   12234A       1     0.569   0.754
        34   20040A       1     0.351   0.592
        35   20432A       1     0.244   0.489
        36   30039A       1     0.284   0.523
        37   30109        1     0.058   0.235
        38   40853A       1     0.312   0.558
        39   41025A       1     0.318   0.562

     series    ident    order     rsq     t-1     t-2     t-3   .....    t-ip
        40   050025A      1     0.379   0.606
        41   70599A       1     0.231   0.469
        42   101259A      1     0.277   0.516
        43   150776A      1     0.507   0.704
        44   160001A      1     0.185   0.157
        45   162470       1     0.483   0.667
        46   162591A      1     0.273   0.523
        47   172091       1     0.496   0.675
        48   172493A      1     0.099   0.284
        49   182455A      1     0.115   0.132
        50   192154A      1     0.395   0.628
        51   192552A      1     0.245   0.459
        52   192568A      1     0.265   0.515
        53   192583A      1     0.039   0.191
        54   192594A      1     0.263   0.512
        55   200578       1     0.229   0.458
        56   201248A      1     0.246   0.496
        57   202528A      1     0.480   0.680
        58   30062        1     0.177   0.398
        59   172542       1     0.093   0.290

     series    ident    order     rsq     t-1     t-2     t-3   .....    t-ip
        60   202379       1     0.310   0.553
        61   202933       1     0.412   0.635
        62   140939A      1     0.420   0.637
        63   182374A      1     0.198   0.435
        64   190735A      1     0.401   0.630
        65   192683A      1     0.300   0.547
        66   192592A      1     0.126   0.321
        67   30174A       1     0.062   0.126
        68   41006A       1     0.378   0.613
        69   162458r      1     0.256   0.506

 |------------- summary statistics for autoregressive coefficients -------------|

                        order     rsq     t-1     t-2     t-3   .....    t-ip
   arithmetic mean        1     0.278   0.483
   standard deviation     0     0.142   0.168
   median                 1     0.256   0.506
